update,state,start_date,end_date,total_cases,new_cases,total_deaths,new_deaths,old_cases,active_cases
2020-09-17,VA,2020-09-10,2020-09-16,136364,7070,2884,189,129294,133480
2020-09-24,VA,2020-09-17,2020-09-23,142593,6229,3089,205,136364,139504
2020-10-01,VA,2020-09-24,2020-09-30,148270,5677,3205,116,142593,145065
2020-10-08,VA,2020-10-01,2020-10-07,153693,5423,3303,98,148270,150390
2020-10-15,VA,2020-10-08,2020-10-14,161607,7914,3377,74,153693,158230
2020-10-22,VA,2020-10-15,2020-10-21,168774,7167,3510,133,161607,165264
2020-10-29,VA,2020-10-22,2020-10-28,176757,7983,3611,101,168774,173146
2020-11-05,VA,2020-10-29,2020-11-04,185836,9079,3675,64,176757,182161
2020-11-12,VA,2020-11-05,2020-11-11,196510,10674,3734,59,185836,192776
2020-11-19,VA,2020-11-12,2020-11-18,208840,12330,3853,119,196510,204987
2020-11-26,VA,2020-11-19,2020-11-25,226287,17447,4001,148,208840,222286
2020-12-03,VA,2020-11-26,2020-12-02,242462,16175,4106,105,226287,238356
2020-12-10,VA,2020-12-03,2020-12-09,267113,24651,4278,172,242462,262835
2020-12-17,VA,2020-12-10,2020-12-16,292241,25128,4504,226,267113,287737
2020-12-24,VA,2020-12-17,2020-12-23,319134,26893,4758,254,292241,314376
2020-12-31,VA,2020-12-24,2020-12-30,344344,25210,4982,224,319134,339362
2021-01-07,VA,2020-12-31,2021-01-06,377309,32965,5227,245,344344,372082
2021-01-14,VA,2021-01-07,2021-01-13,412575,35266,5552,325,377309,407023
2021-01-21,VA,2021-01-14,2021-01-20,455600,43025,5861,309,412575,449739
2021-01-28,VA,2021-01-21,2021-01-27,488537,32937,6227,366,455600,482310
2021-02-04,VA,2021-01-28,2021-02-03,513299,24762,6572,345,488537,506727
2021-02-11,VA,2021-02-04,2021-02-10,537248,23949,6921,349,513299,530327
2021-02-18,VA,2021-02-11,2021-02-17,555271,18023,7070,149,537248,548201
2021-02-25,VA,2021-02-18,2021-02-24,568746,13475,7808,738,555271,560938
2021-03-04,VA,2021-02-25,2021-03-03,579787,11041,9314,1506,568746,570473
2021-03-11,VA,2021-03-04,2021-03-10,588906,9119,9802,488,579787,579104
2021-03-18,VA,2021-03-11,2021-03-17,598290,9384,10053,251,588906,588237
2021-03-25,VA,2021-03-18,2021-03-24,608524,10234,10127,74,598290,598397
2021-04-01,VA,2021-03-25,2021-03-31,618792,10268,10240,113,608524,608552
2021-04-08,VA,2021-04-01,2021-04-07,628956,10164,10397,157,618792,618559
2021-04-15,VA,2021-04-08,2021-04-14,640031,11075,10496,99,628956,629535
2021-04-22,VA,2021-04-15,2021-04-21,649459,9428,10618,122,640031,638841
2021-04-29,VA,2021-04-22,2021-04-28,656879,7420,10715,97,649459,646164
2021-05-06,VA,2021-04-29,2021-05-05,663157,6278,10818,103,656879,652339
2021-05-13,VA,2021-05-06,2021-05-12,667615,4458,10904,86,663157,656711
2021-05-20,VA,2021-05-13,2021-05-19,670639,3024,11009,105,667615,659630
2021-05-27,VA,2021-05-20,2021-05-26,673310,2671,11093,84,670639,662217
2021-06-03,VA,2021-05-27,2021-06-02,675006,1696,11164,71,673310,663842
2021-06-10,VA,2021-06-03,2021-06-09,676373,1367,11215,51,675006,665158
2021-06-17,VA,2021-06-10,2021-06-16,677366,993,11277,62,676373,666089
2021-06-24,VA,2021-06-17,2021-06-23,678295,929,11319,42,677366,666976
2021-07-01,VA,2021-06-24,2021-06-30,679910,1615,11369,50,678295,668541
2021-07-08,VA,2021-07-01,2021-07-07,681359,1449,11396,27,679910,669963
2021-07-15,VA,2021-07-08,2021-07-14,683484,2125,11437,41,681359,672047
2021-07-22,VA,2021-07-15,2021-07-21,686771,3287,11465,28,683484,675306
2021-07-29,VA,2021-07-22,2021-07-28,692115,5344,11512,47,686771,680603
2021-08-05,VA,2021-07-29,2021-08-04,701052,8937,11531,19,692115,689521
2021-08-12,VA,2021-08-05,2021-08-11,713195,12143,11576,45,701052,701619
2021-08-19,VA,2021-08-12,2021-08-18,728524,15329,11627,51,713195,716897
2021-08-26,VA,2021-08-19,2021-08-25,747641,19117,11709,82,728524,735932
2021-09-02,VA,2021-08-26,2021-09-01,769842,22201,11855,146,747641,757987
2021-09-09,VA,2021-09-02,2021-09-08,793396,23554,11970,115,769842,781426
2021-09-16,VA,2021-09-09,2021-09-15,818803,25407,12167,197,793396,806636
2021-09-23,VA,2021-09-16,2021-09-22,843082,24279,12403,236,818803,830679
2021-09-30,VA,2021-09-23,2021-09-29,863668,20586,12693,290,843082,850975
2021-10-07,VA,2021-09-30,2021-10-06,882373,18705,12985,292,863668,869388
2021-10-14,VA,2021-10-07,2021-10-13,897761,15388,13277,292,882373,884484
2021-10-21,VA,2021-10-14,2021-10-20,911113,13352,13565,288,897761,897548
2021-10-28,VA,2021-10-21,2021-10-27,921354,10241,13796,231,911113,907558
2021-11-04,VA,2021-10-28,2021-11-03,930418,9064,14026,230,921354,916392
2021-11-11,VA,2021-11-04,2021-11-10,939690,9272,14250,224,930418,925440
2021-11-18,VA,2021-11-11,2021-11-17,949801,10111,14439,189,939690,935362
2021-11-25,VA,2021-11-18,2021-11-24,960708,10907,14594,155,949801,946114
2021-12-02,VA,2021-11-25,2021-12-01,971530,10822,14725,131,960708,956805
2021-12-09,VA,2021-12-02,2021-12-08,988149,16619,14834,109,971530,973315
2021-12-16,VA,2021-12-09,2021-12-15,1006253,18104,15020,186,988149,991233
2021-12-23,VA,2021-12-16,2021-12-22,1034122,27869,15217,197,1006253,1018905
2021-12-30,VA,2021-12-23,2021-12-29,1087405,53283,15528,311,1034122,1071877
2022-01-06,VA,2021-12-30,2022-01-05,1186887,99482,15619,91,1087405,1171268
2022-01-13,VA,2022-01-06,2022-01-12,1315256,128369,15731,112,1186887,1299525
2022-01-20,VA,2022-01-13,2022-01-19,1419848,104592,15826,95,1315256,1404022
2022-01-27,VA,2022-01-20,2022-01-26,1502671,82823,16040,214,1419848,1486631
2022-02-03,VA,2022-01-27,2022-02-02,1557148,54477,16404,364,1502671,1540744
2022-02-10,VA,2022-02-03,2022-02-09,1591560,34412,17297,893,1557148,1574263
2022-02-17,VA,2022-02-10,2022-02-16,1613908,22348,17866,569,1591560,1596042
2022-02-24,VA,2022-02-17,2022-02-23,1629235,15327,18320,454,1613908,1610915
2022-03-03,VA,2022-02-24,2022-03-02,1639686,10451,18840,520,1629235,1620846
2022-03-10,VA,2022-03-03,2022-03-09,1646918,7232,19115,275,1639686,1627803
2022-03-17,VA,2022-03-10,2022-03-16,1653999,7081,19361,246,1646918,1634638
2022-03-24,VA,2022-03-17,2022-03-23,1659447,5448,19516,155,1653999,1639931
2022-03-31,VA,2022-03-24,2022-03-30,1664702,5255,19632,116,1659447,1645070
2022-04-07,VA,2022-03-31,2022-04-06,1670794,6092,19750,118,1664702,1651044
2022-04-14,VA,2022-04-07,2022-04-13,1678772,7978,19911,161,1670794,1658861
2022-04-21,VA,2022-04-14,2022-04-20,1686600,7828,20053,142,1678772,1666547
2022-04-28,VA,2022-04-21,2022-04-27,1696869,10269,20162,109,1686600,1676707
2022-05-05,VA,2022-04-28,2022-05-04,1709651,12782,20216,54,1696869,1689435
2022-05-12,VA,2022-05-05,2022-05-11,1726049,16398,20259,43,1709651,1705790
2022-05-19,VA,2022-05-12,2022-05-18,1746783,20734,20288,29,1726049,1726495
2022-05-26,VA,2022-05-19,2022-05-25,1769771,22988,20320,32,1746783,1749451
2022-06-02,VA,2022-05-26,2022-06-01,1789861,20090,20358,38,1769771,1769503
2022-06-09,VA,2022-06-02,2022-06-08,1810425,20564,20398,40,1789861,1790027
2022-06-16,VA,2022-06-09,2022-06-15,1829020,18595,20412,14,1810425,1808608
2022-06-23,VA,2022-06-16,2022-06-22,1845652,16632,20443,31,1829020,1825209
2022-06-30,VA,2022-06-23,2022-06-29,1864527,18875,20547,104,1845652,1843980
2022-07-07,VA,2022-06-30,2022-07-06,1882691,18164,20663,116,1864527,1862028
2022-07-14,VA,2022-07-07,2022-07-13,1903713,21022,20742,79,1882691,1882971
2022-07-21,VA,2022-07-14,2022-07-20,1923918,20205,20808,66,1903713,1903110
2022-07-28,VA,2022-07-21,2022-07-27,1945465,21547,20860,52,1923918,1924605
2022-08-04,VA,2022-07-28,2022-08-03,1965859,20394,20966,106,1945465,1944893
2022-08-11,VA,2022-08-04,2022-08-10,1985009,19150,21072,106,1965859,1963937
2022-08-18,VA,2022-08-11,2022-08-17,2002771,17762,21175,103,1985009,1981596
2022-08-25,VA,2022-08-18,2022-08-24,2021539,18768,21296,121,2002771,2000243
2022-09-01,VA,2022-08-25,2022-08-31,2038886,17347,21395,99,2021539,2017491
2022-09-08,VA,2022-09-01,2022-09-07,2052693,13807,21509,114,2038886,2031184
2022-09-15,VA,2022-09-08,2022-09-14,2064814,12121,21620,111,2052693,2043194
2022-09-22,VA,2022-09-15,2022-09-21,2074577,9763,21700,80,2064814,2052877
2022-09-29,VA,2022-09-22,2022-09-28,2083101,8524,21795,95,2074577,2061306
2022-10-06,VA,2022-09-29,2022-10-05,2090271,7170,21875,80,2083101,2068396
2022-10-13,VA,2022-10-06,2022-10-12,2098288,8017,21968,93,2090271,2076320
2022-10-20,VA,2022-10-13,2022-10-19,2106081,7793,22049,81,2098288,2084032
2022-10-27,VA,2022-10-20,2022-10-26,2113282,7201,22126,77,2106081,2091156
2022-11-03,VA,2022-10-27,2022-11-02,2121644,8362,22179,53,2113282,2099465
2022-11-10,VA,2022-11-03,2022-11-09,2129174,7530,22210,31,2121644,2106964
2022-11-17,VA,2022-11-10,2022-11-16,2135699,6525,22238,28,2129174,2113461
2022-11-24,VA,2022-11-17,2022-11-23,2141888,6189,22327,89,2135699,2119561
2022-12-01,VA,2022-11-24,2022-11-30,2149490,7602,22407,80,2141888,2127083
2022-12-08,VA,2022-12-01,2022-12-07,2159651,10161,22490,83,2149490,2137161
2022-12-15,VA,2022-12-08,2022-12-14,2171416,11765,22558,68,2159651,2148858
2022-12-22,VA,2022-12-15,2022-12-21,2185270,13854,22615,57,2171416,2162655
2022-12-29,VA,2022-12-22,2022-12-28,2199302,14032,22656,41,2185270,2176646
2023-01-05,VA,2022-12-29,2023-01-04,2211819,12517,22680,24,2199302,2189139
2023-01-12,VA,2023-01-05,2023-01-11,2229477,17658,22813,133,2211819,2206664
2023-01-19,VA,2023-01-12,2023-01-18,2239797,10320,22955,142,2229477,2216842
2023-01-26,VA,2023-01-19,2023-01-25,2250161,10364,23079,124,2239797,2227082
2023-02-02,VA,2023-01-26,2023-02-01,2259746,9585,23128,49,2250161,2236618
2023-02-09,VA,2023-02-02,2023-02-08,2268016,8270,23452,25,2259746,2244564
2023-02-16,VA,2023-02-09,2023-02-15,2275330,7314,23587,73,2268016,2251743
2023-02-23,VA,2023-02-16,2023-02-22,2281020,5690,23614,27,2275330,2257406
2023-03-02,VA,2023-02-23,2023-03-01,2286259,5239,23628,14,2281020,2262631
2023-03-09,VA,2023-03-02,2023-03-08,2290811,4552,23643,15,2286259,2267168
2023-03-16,VA,2023-03-09,2023-03-15,2293698,2887,23653,10,2290811,2270045
2023-03-23,VA,2023-03-16,2023-03-22,2296521,2823,23660,7,2293698,2272861
2023-03-30,VA,2023-03-23,2023-03-29,2299365,2844,23674,14,2296521,2275691
2023-04-06,VA,2023-03-30,2023-04-05,2301842,2477,23698,24,2299365,2278144
2023-04-13,VA,2023-04-06,2023-04-12,2304034,2192,23706,8,2301842,2280328
2023-04-20,VA,2023-04-13,2023-04-19,2305863,1829,23720,14,2304034,2282143
2023-04-27,VA,2023-04-20,2023-04-26,2307444,1581,23730,10,2305863,2283714
2023-05-04,VA,2023-04-27,2023-05-03,2309101,1657,23736,6,2307444,2285365
2023-05-11,VA,2023-05-04,2023-05-10,2310846,1745,23743,7,2309101,2287103
2020-01-23,VI,2020-01-16,2020-01-22,0,0,0,0,0,0
2020-01-30,VI,2020-01-23,2020-01-29,0,0,0,0,0,0
2020-02-06,VI,2020-01-30,2020-02-05,0,0,0,0,0,0
2020-02-13,VI,2020-02-06,2020-02-12,0,0,0,0,0,0
2020-02-20,VI,2020-02-13,2020-02-19,0,0,0,0,0,0
2020-02-27,VI,2020-02-20,2020-02-26,0,0,0,0,0,0
2020-03-05,VI,2020-02-27,2020-03-04,0,0,0,0,0,0
2020-03-12,VI,2020-03-05,2020-03-11,0,0,0,0,0,0
2020-03-19,VI,2020-03-12,2020-03-18,2,2,0,0,0,2
2020-03-26,VI,2020-03-19,2020-03-25,17,15,0,0,2,17
2020-04-02,VI,2020-03-26,2020-04-01,30,13,0,0,17,30
2020-04-09,VI,2020-04-02,2020-04-08,45,15,1,1,30,44
2020-04-16,VI,2020-04-09,2020-04-15,51,6,1,0,45,50
2020-04-23,VI,2020-04-16,2020-04-22,54,3,3,2,51,51
2020-04-30,VI,2020-04-23,2020-04-29,57,3,4,1,54,53
2020-05-07,VI,2020-04-30,2020-05-06,66,9,4,0,57,62
2020-05-14,VI,2020-05-07,2020-05-13,69,3,6,2,66,63
2020-05-21,VI,2020-05-14,2020-05-20,69,0,6,0,69,63
2020-05-28,VI,2020-05-21,2020-05-27,69,0,6,0,69,63
2020-06-04,VI,2020-05-28,2020-06-03,70,1,6,0,69,64
2020-06-11,VI,2020-06-04,2020-06-10,72,2,6,0,70,66
2020-06-18,VI,2020-06-11,2020-06-17,73,1,6,0,72,67
2020-06-25,VI,2020-06-18,2020-06-24,76,3,6,0,73,70
2020-07-02,VI,2020-06-25,2020-07-01,90,14,6,0,76,84
2020-07-09,VI,2020-07-02,2020-07-08,122,32,6,0,90,116
2020-07-16,VI,2020-07-09,2020-07-15,243,121,6,0,122,237
2020-07-23,VI,2020-07-16,2020-07-22,320,77,7,1,243,313
2020-07-30,VI,2020-07-23,2020-07-29,385,65,8,1,320,377
2020-08-06,VI,2020-07-30,2020-08-05,481,96,8,0,385,473
2020-08-13,VI,2020-08-06,2020-08-12,639,158,9,1,481,630
2020-08-20,VI,2020-08-13,2020-08-19,828,189,9,0,639,819
2020-08-27,VI,2020-08-20,2020-08-26,1030,202,14,5,828,1016
2020-09-03,VI,2020-08-27,2020-09-02,1144,114,15,1,1030,1129
2020-09-10,VI,2020-09-03,2020-09-09,1197,53,18,3,1144,1179
2020-09-17,VI,2020-09-10,2020-09-16,1232,35,19,1,1197,1213
2020-09-24,VI,2020-09-17,2020-09-23,1290,58,19,0,1232,1271
2020-10-01,VI,2020-09-24,2020-09-30,1318,28,20,1,1290,1298
2020-10-08,VI,2020-10-01,2020-10-07,1322,4,20,0,1318,1302
2020-10-15,VI,2020-10-08,2020-10-14,1328,6,20,0,1322,1308
2020-10-22,VI,2020-10-15,2020-10-21,1337,9,21,1,1328,1316
2020-10-29,VI,2020-10-22,2020-10-28,1353,16,21,0,1337,1332
2020-11-05,VI,2020-10-29,2020-11-04,1388,35,23,2,1353,1365
2020-11-12,VI,2020-11-05,2020-11-11,1413,25,23,0,1388,1390
2020-11-19,VI,2020-11-12,2020-11-18,1463,50,23,0,1413,1440
2020-11-26,VI,2020-11-19,2020-11-25,1521,58,23,0,1463,1498
2020-12-03,VI,2020-11-26,2020-12-02,1589,68,23,0,1521,1566
2020-12-10,VI,2020-12-03,2020-12-09,1698,109,23,0,1589,1675
2020-12-17,VI,2020-12-10,2020-12-16,1828,130,23,0,1698,1805
2020-12-24,VI,2020-12-17,2020-12-23,1967,139,23,0,1828,1944
2020-12-31,VI,2020-12-24,2020-12-30,2031,64,23,0,1967,2008
2021-01-07,VI,2020-12-31,2021-01-06,2106,75,24,1,2031,2082
2021-01-14,VI,2021-01-07,2021-01-13,2166,60,24,0,2106,2142
2021-01-21,VI,2021-01-14,2021-01-20,2305,139,24,0,2166,2281
2021-01-28,VI,2021-01-21,2021-01-27,2373,68,24,0,2305,2349
2021-02-04,VI,2021-01-28,2021-02-03,2440,67,24,0,2373,2416
2021-02-11,VI,2021-02-04,2021-02-10,2505,65,25,1,2440,2480
2021-02-18,VI,2021-02-11,2021-02-17,2558,53,25,0,2505,2533
2021-02-25,VI,2021-02-18,2021-02-24,2623,65,25,0,2558,2598
2021-03-04,VI,2021-02-25,2021-03-03,2695,72,25,0,2623,2670
2021-03-11,VI,2021-03-04,2021-03-10,2761,66,25,0,2695,2736
2021-03-18,VI,2021-03-11,2021-03-17,2803,42,25,0,2761,2778
2021-03-25,VI,2021-03-18,2021-03-24,2876,73,25,0,2803,2851
2021-04-01,VI,2021-03-25,2021-03-31,2907,31,26,1,2876,2881
2021-04-08,VI,2021-04-01,2021-04-07,2954,47,26,0,2907,2928
2021-04-15,VI,2021-04-08,2021-04-14,3005,51,26,0,2954,2979
2021-04-22,VI,2021-04-15,2021-04-21,3044,39,27,1,3005,3017
2021-04-29,VI,2021-04-22,2021-04-28,3098,54,27,0,3044,3071
2021-05-06,VI,2021-04-29,2021-05-05,3178,80,27,0,3098,3151
2021-05-13,VI,2021-05-06,2021-05-12,3256,78,27,0,3178,3229
2021-05-20,VI,2021-05-13,2021-05-19,3308,52,27,0,3256,3281
2021-05-27,VI,2021-05-20,2021-05-26,3399,91,27,0,3308,3372
2021-06-03,VI,2021-05-27,2021-06-02,3539,140,28,1,3399,3511
2021-06-10,VI,2021-06-03,2021-06-09,3652,113,28,0,3539,3624
2021-06-17,VI,2021-06-10,2021-06-16,3747,95,30,2,3652,3717
2021-06-24,VI,2021-06-17,2021-06-23,3819,72,30,0,3747,3789
2021-07-01,VI,2021-06-24,2021-06-30,3879,60,30,0,3819,3849
2021-07-08,VI,2021-07-01,2021-07-07,3970,91,32,2,3879,3938
2021-07-15,VI,2021-07-08,2021-07-14,4104,134,32,0,3970,4072
2021-07-22,VI,2021-07-15,2021-07-21,4286,182,33,1,4104,4253
2021-07-29,VI,2021-07-22,2021-07-28,4497,211,36,3,4286,4461
2021-08-05,VI,2021-07-29,2021-08-04,4777,280,39,3,4497,4738
2021-08-12,VI,2021-08-05,2021-08-11,5093,316,41,2,4777,5052
2021-08-19,VI,2021-08-12,2021-08-18,5413,320,41,0,5093,5372
2021-08-26,VI,2021-08-19,2021-08-25,5707,294,51,10,5413,5656
2021-09-02,VI,2021-08-26,2021-09-01,5934,227,56,5,5707,5878
2021-09-09,VI,2021-09-02,2021-09-08,6102,168,63,7,5934,6039
2021-09-16,VI,2021-09-09,2021-09-15,6351,249,67,4,6102,6284
2021-09-23,VI,2021-09-16,2021-09-22,6557,206,69,2,6351,6488
2021-09-30,VI,2021-09-23,2021-09-29,6721,164,71,2,6557,6650
2021-10-07,VI,2021-09-30,2021-10-06,6885,164,72,1,6721,6813
2021-10-14,VI,2021-10-07,2021-10-13,6978,93,75,3,6885,6903
2021-10-21,VI,2021-10-14,2021-10-20,7099,121,78,3,6978,7021
2021-10-28,VI,2021-10-21,2021-10-27,7172,73,81,3,7099,7091
2021-11-04,VI,2021-10-28,2021-11-03,7251,79,82,1,7172,7169
2021-11-11,VI,2021-11-04,2021-11-10,7329,78,84,2,7251,7245
2021-11-18,VI,2021-11-11,2021-11-17,7397,68,84,0,7329,7313
2021-11-25,VI,2021-11-18,2021-11-24,7490,93,85,1,7397,7405
2021-12-02,VI,2021-11-25,2021-12-01,7514,24,87,2,7490,7427
2021-12-09,VI,2021-12-02,2021-12-08,7582,68,87,0,7514,7495
2021-12-16,VI,2021-12-09,2021-12-15,7624,42,88,1,7582,7536
2021-12-23,VI,2021-12-16,2021-12-22,7763,139,88,0,7624,7675
2021-12-30,VI,2021-12-23,2021-12-29,8725,962,88,0,7763,8637
2022-01-06,VI,2021-12-30,2022-01-05,11160,2435,89,1,8725,11071
2022-01-13,VI,2022-01-06,2022-01-12,13110,1950,90,1,11160,13020
2022-01-20,VI,2022-01-13,2022-01-19,14028,918,94,4,13110,13934
2022-01-27,VI,2022-01-20,2022-01-26,14689,661,98,4,14028,14591
2022-02-03,VI,2022-01-27,2022-02-02,14935,246,102,4,14689,14833
2022-02-10,VI,2022-02-03,2022-02-09,15128,193,104,2,14935,15024
2022-02-17,VI,2022-02-10,2022-02-16,15246,118,108,4,15128,15138
2022-02-24,VI,2022-02-17,2022-02-23,15327,81,109,1,15246,15218
2022-03-03,VI,2022-02-24,2022-03-02,15410,83,109,0,15327,15301
2022-03-10,VI,2022-03-03,2022-03-09,15444,34,109,0,15410,15335
2022-03-17,VI,2022-03-10,2022-03-16,15572,128,109,0,15444,15463
2022-03-24,VI,2022-03-17,2022-03-23,15596,24,110,1,15572,15486
2022-03-31,VI,2022-03-24,2022-03-30,15636,40,111,1,15596,15525
2022-04-07,VI,2022-03-31,2022-04-06,15726,90,111,0,15636,15615
2022-04-14,VI,2022-04-07,2022-04-13,15836,110,111,0,15726,15725
2022-04-21,VI,2022-04-14,2022-04-20,15955,119,111,0,15836,15844
2022-04-28,VI,2022-04-21,2022-04-27,16260,305,111,0,15955,16149
2022-05-05,VI,2022-04-28,2022-05-04,16918,658,113,2,16260,16805
2022-05-12,VI,2022-05-05,2022-05-11,17672,754,113,0,16918,17559
2022-05-19,VI,2022-05-12,2022-05-18,18551,879,113,0,17672,18438
2022-05-26,VI,2022-05-19,2022-05-25,19252,701,113,0,18551,19139
2022-06-02,VI,2022-05-26,2022-06-01,19971,719,113,0,19252,19858
2022-06-09,VI,2022-06-02,2022-06-08,20332,361,115,2,19971,20217
2022-06-16,VI,2022-06-09,2022-06-15,20562,230,117,2,20332,20445
2022-06-23,VI,2022-06-16,2022-06-22,20704,142,118,1,20562,20586
2022-06-30,VI,2022-06-23,2022-06-29,20899,195,118,0,20704,20781
2022-07-07,VI,2022-06-30,2022-07-06,21022,123,118,0,20899,20904
2022-07-14,VI,2022-07-07,2022-07-13,21246,224,120,2,21022,21126
2022-07-21,VI,2022-07-14,2022-07-20,21499,253,120,0,21246,21379
2022-07-28,VI,2022-07-21,2022-07-27,21677,178,120,0,21499,21557
2022-08-04,VI,2022-07-28,2022-08-03,21921,244,121,1,21677,21800
2022-08-11,VI,2022-08-04,2022-08-10,22075,154,122,1,21921,21953
2022-08-18,VI,2022-08-11,2022-08-17,22278,203,122,0,22075,22156
2022-08-25,VI,2022-08-18,2022-08-24,22481,203,122,0,22278,22359
2022-09-01,VI,2022-08-25,2022-08-31,22711,230,122,0,22481,22589
2022-09-08,VI,2022-09-01,2022-09-07,22859,148,122,0,22711,22737
2022-09-15,VI,2022-09-08,2022-09-14,23018,159,123,1,22859,22895
2022-09-22,VI,2022-09-15,2022-09-21,23095,77,123,0,23018,22972
2022-09-29,VI,2022-09-22,2022-09-28,23154,59,123,0,23095,23031
2022-10-06,VI,2022-09-29,2022-10-05,23198,44,123,0,23154,23075
2022-10-13,VI,2022-10-06,2022-10-12,23233,35,123,0,23198,23110
2022-10-20,VI,2022-10-13,2022-10-19,23276,43,123,0,23233,23153
2022-10-27,VI,2022-10-20,2022-10-26,23311,35,124,1,23276,23187
2022-11-03,VI,2022-10-27,2022-11-02,23367,56,124,0,23311,23243
2022-11-10,VI,2022-11-03,2022-11-09,23435,68,124,0,23367,23311
2022-11-17,VI,2022-11-10,2022-11-16,23466,31,124,0,23435,23342
2022-11-24,VI,2022-11-17,2022-11-23,23495,29,124,0,23466,23371
2022-12-01,VI,2022-11-24,2022-11-30,23520,25,125,1,23495,23395
2022-12-08,VI,2022-12-01,2022-12-07,23608,88,126,1,23520,23482
2022-12-15,VI,2022-12-08,2022-12-14,23669,61,126,0,23608,23543
2022-12-22,VI,2022-12-15,2022-12-21,23721,52,127,1,23669,23594
2022-12-29,VI,2022-12-22,2022-12-28,23764,43,127,0,23721,23637
2023-01-05,VI,2022-12-29,2023-01-04,23820,56,127,0,23764,23693
2023-01-12,VI,2023-01-05,2023-01-11,23951,131,127,0,23820,23824
2023-01-19,VI,2023-01-12,2023-01-18,24176,225,129,2,23951,24047
2023-01-26,VI,2023-01-19,2023-01-25,24425,249,129,0,24176,24296
2023-02-02,VI,2023-01-26,2023-02-01,24558,133,129,0,24425,24429
2023-02-09,VI,2023-02-02,2023-02-08,24649,91,129,0,24558,24520
2023-02-16,VI,2023-02-09,2023-02-15,24693,44,130,1,24649,24563
2023-02-23,VI,2023-02-16,2023-02-22,24741,48,130,0,24693,24611
2023-03-02,VI,2023-02-23,2023-03-01,24774,33,130,0,24741,24644
2023-03-09,VI,2023-03-02,2023-03-08,24798,24,130,0,24774,24668
2023-03-16,VI,2023-03-09,2023-03-15,24821,23,130,0,24798,24691
2023-03-23,VI,2023-03-16,2023-03-22,24838,17,130,0,24821,24708
2023-03-30,VI,2023-03-23,2023-03-29,24863,25,130,0,24838,24733
2023-04-06,VI,2023-03-30,2023-04-05,24886,23,130,0,24863,24756
2023-04-13,VI,2023-04-06,2023-04-12,24898,12,130,0,24886,24768
2023-04-20,VI,2023-04-13,2023-04-19,24907,9,130,0,24898,24777
2023-04-27,VI,2023-04-20,2023-04-26,24919,12,130,0,24907,24789
2023-05-04,VI,2023-04-27,2023-05-03,24936,17,131,1,24919,24805
2023-05-11,VI,2023-05-04,2023-05-10,24994,58,131,0,24936,24863
2020-01-23,VT,2020-01-16,2020-01-22,0,0,0,0,0,0
2020-01-30,VT,2020-01-23,2020-01-29,0,0,0,0,0,0
2020-02-06,VT,2020-01-30,2020-02-05,0,0,0,0,0,0
2020-02-13,VT,2020-02-06,2020-02-12,0,0,0,0,0,0
2020-02-20,VT,2020-02-13,2020-02-19,0,0,0,0,0,0
2020-02-27,VT,2020-02-20,2020-02-26,0,0,0,0,0,0
2020-03-05,VT,2020-02-27,2020-03-04,0,0,0,0,0,0
2020-03-12,VT,2020-03-05,2020-03-11,1,1,0,0,0,1
2020-03-19,VT,2020-03-12,2020-03-18,8,7,0,0,1,8
2020-03-26,VT,2020-03-19,2020-03-25,52,44,3,3,8,49
2020-04-02,VT,2020-03-26,2020-04-01,234,182,12,9,52,222
2020-04-09,VT,2020-04-02,2020-04-08,512,278,22,10,234,490
2020-04-16,VT,2020-04-09,2020-04-15,733,221,31,9,512,702
2020-04-23,VT,2020-04-16,2020-04-22,813,80,42,11,733,771
2020-04-30,VT,2020-04-23,2020-04-29,852,39,52,10,813,800
2020-05-07,VT,2020-04-30,2020-05-06,896,44,56,4,852,840
2020-05-14,VT,2020-05-07,2020-05-13,926,30,57,1,896,869
2020-05-21,VT,2020-05-14,2020-05-20,940,14,59,2,926,881
2020-05-28,VT,2020-05-21,2020-05-27,957,17,59,0,940,898
2020-06-04,VT,2020-05-28,2020-06-03,981,24,60,1,957,921
2020-06-11,VT,2020-06-04,2020-06-10,1061,80,60,0,981,1001
2020-06-18,VT,2020-06-11,2020-06-17,1125,64,60,0,1061,1065
2020-06-25,VT,2020-06-18,2020-06-24,1159,34,61,1,1125,1098
2020-07-02,VT,2020-06-25,2020-07-01,1205,46,61,0,1159,1144
2020-07-09,VT,2020-07-02,2020-07-08,1252,47,61,0,1205,1191
2020-07-16,VT,2020-07-09,2020-07-15,1296,44,62,1,1252,1234
2020-07-23,VT,2020-07-16,2020-07-22,1350,54,62,0,1296,1288
2020-07-30,VT,2020-07-23,2020-07-29,1402,52,62,0,1350,1340
2020-08-06,VT,2020-07-30,2020-08-05,1426,24,63,1,1402,1363
2020-08-13,VT,2020-08-06,2020-08-12,1459,33,63,0,1426,1396
2020-08-20,VT,2020-08-13,2020-08-19,1516,57,63,0,1459,1453
2020-08-27,VT,2020-08-20,2020-08-26,1557,41,63,0,1516,1494
2020-09-03,VT,2020-08-27,2020-09-02,1613,56,63,0,1557,1550
2020-09-10,VT,2020-09-03,2020-09-09,1647,34,63,0,1613,1584
2020-09-17,VT,2020-09-10,2020-09-16,1685,38,63,0,1647,1622
2020-09-24,VT,2020-09-17,2020-09-23,1719,34,63,0,1685,1656
2020-10-01,VT,2020-09-24,2020-09-30,1747,28,63,0,1719,1684
